id,work_type
zo5684G-1,private sector
t48843MYRB-1,Private
sq5694YZM-1,Privte sector
uc3673C-1,Private
zmh44481RKX-1,Privte sector
r10538I-1,Entrepreneur
at9648Z-1,Private Sector
uw19101HY-1,private sector
tb31867DKI-1,Privte sector
j11973S-1,children
k23633JGL-1,Privte sector
scu52549EYC-1,NYS OMH
gy59178Q-1,children
b37349FGB-1,Private Sector
a44281K-1,Private
pkw55599YHC-1,children
mz45224FGBL-1,Privte sector
kc54747J-1,children
t2751GFLQ-1,DOHMH
b6090VTUP-1,Private
dsm46385QB-1,private sector
l46323DKB-1,children
q28122CR-1,Restaurant owner
u50843H-1,Privte sector
fkj64464SRYV-1,Private Sector
mhj66922A-1,Privte sector
zco66494DWJP-1,private sector
j42786CPQG-1,Restaurant owner
z33401RP-1,Privte sector
qzl24174CS-1,Albany Health Dept
t60211S-1,children
w53279VJQ-1,children
eo61715DRHX-1,Private
zuq37830FG-1,private sector
k2454XABJ-1,children
mdx60663QHKM-1,Private
rx46875OT-1,Private Sector
t69091XLIS-1,Private Sector
mf1821TGS-1,Private
ptu44978LS-1,DOHMH
sme3437EIP-1,private sector
uhm6355XYC-1,children
qf10762W-1,Privte sector
djb58567T-1,Private Sector
wr62187O-1,children
i84NFEI-1,Privte sector
alx8521R-1,Privte sector
co72779TDJ-1,children
zr45824HRY-1,Self-employed
qi61838W-1,USAID
hyl57212BYJE-1,private sector
r62668OTWX-1,Entrepreneur
rlv33142PSUQ-1,free-lancer
yex17437CYA-1,Self employed
hv38303VU-1,Freelancer
dob12396IN-1,Private Sector
brp36484Q-1,Albany Health Dept
yq60047CTIL-1,private sector
s16542YFD-1,NYS OMH
xn18805UBPH-1,Private
la17869XN-1,Privte sector
ap6793OHU-1,Privte sector
vf49265ZS-1,Private
mwz6606TW-1,Private
ml23031WRH-1,Entrepreneur
dt69330KOZA-1,Privte sector
o22902M-1,Private Sector
gb69622DU-1,children
u4807BNLX-1,Privte sector
ygo9641LAT-1,Private
n10313P-1,Privte sector
m12097CJKA-1,Private Sector
miy58037TWQM-1,Privte sector
f45323R-1,Private Sector
wte34281NK-1,Private Sector
p7990W-1,Privte sector
b57622UQW-1,DoHMH
bxa39120LWUT-1,entreprener
v68344CAU-1,Private Sector
k66752TN-1,USAID
b11691UOXT-1,Private Sector
xmv5077XHIV-1,Privte sector
m13319SX-1,children
ik49279ORV-1,Private Sector
ql53815YDXQ-1,Private Sector
x42856PNH-1,Private
akf51579Y-1,Self-employed
fg10752WSJT-1,Private
r42133PZ-1,Entreprenur
uk4842LKPN-1,restaurant owner
el58138YK-1,Privte sector
ivu58203VNLA-1,children
t65053GVS-1,private sector
p24168O-1,private sector
f5824WAQ-1,private sector
b6965JZV-1,Privte sector
fo8332FK-1,private sector
asp61973JSM-1,Private Sector
v42821JQUZ-1,Private Sector
ta18687U-1,Freelancer
c72642WJ-1,NYC DOHMH
uz54782CIBO-1,free-lancer
dt55862AFU-1,Private
oq24437K-1,Private Sector
tv10367DGZN-1,children
uet42550BS-1,Freelancer
f14178Q-1,Private Sector
v65429MKJ-1,Department of Health
pcm66530ZCPY-1,Privte sector
o43146UR-1,children
xyn3509TXLW-1,Private
j57497HW-1,private sector
yeq15220GZ-1,private sector
elk4813SD-1,Private Sector
lic31166O-1,Albany Health Dept
hmc9051DH-1,Private
zn28669AWHU-1,Privte sector
c59894Z-1,DoHMH
kwb18684NVDR-1,free-lancer
xsw35866VZE-1,Private Sector
ltj51907JYT-1,Entreprenur
m7250SL-1,Private Sector
tb16147HL-1,Private Sector
ol18306YHOP-1,Private Sector
wnk69143ZSF-1,Private Sector
wt61769TKY-1,Private Sector
b26134TAOS-1,Privte sector
in67603P-1,Entreprenur
zt66772SUI-1,children
bq41861TD-1,Private Sector
ham954QDF-1,Private Sector
xlq37888XKTH-1,Private
f34326Z-1,Private Sector
b42329J-1,Private Sector
twn23565BRHZ-1,Privte sector
vcn27323J-1,Self employed
j57854MD-1,children
rf18414AIOX-1,Privte sector
aop72836XH-1,private sector
cv17708WBU-1,Department of Health
ap66321O-1,Department of Health
prk53817K-1,Entrepreneur
vr66678JF-1,Privte sector
ulo56734Q-1,Department of Health
xsu32240X-1,Private
v28127FVX-1,Private Sector
uim20347HLTJ-1,Privte sector
din40824HSX-1,private sector
lzb38678CA-1,Self employed
sug29380INJ-1,private sector
ci809MFE-1,children
n65453R-1,USAID
sxe9415FE-1,entreprener
yrg30989SR-1,restaurant owner
uht65258YIU-1,Private
y67052NIF-1,Private
u62756O-1,Freelancer
f69224ZK-1,Private Sector
oa13323B-1,children
d59940XCOE-1,children
tlx49042DF-1,private sector
pk66362DG-1,Privte sector
bw46093SWP-1,Privte sector
pda10370DP-1,DoHMH
p156J-1,Private
wkr11105C-1,Private Sector
u22363JN-1,Privte sector
qyk46072LZD-1,children
l65667CP-1,Private Sector
um47848L-1,children
r71440SH-1,Private
gc35231XT-1,US Government
yhe59734E-1,children
yd1893JHM-1,private sector
b32733E-1,Privte sector
i34728OCT-1,Private
qe30352S-1,private sector
kfe61338CQD-1,Privte sector
x59275MT-1,children
ht45497K-1,Private
f19996BOIW-1,children
c50371DOES-1,Privte sector
mi32687C-1,Private Sector
r35295TAID-1,Private
qpz15746EY-1,DOHMH
wxf31517CDZ-1,Privte sector
w43268M-1,private sector
srk54540WDL-1,private sector
q20973NMEO-1,ALbany Health Department
gr56245T-1,Privte sector
zs9225SLIN-1,children
vw45955XVPA-1,Private
w3532T-1,Private
kz41291RE-1,private sector
scj53943TCR-1,children
hk52550X-1,ALbany Health Department
moz47414LU-1,Private Sector
ujk38804JX-1,Privte sector
yen72861SOP-1,Private Sector
gma53276R-1,Privte sector
j30944V-1,Private Sector
r33622FPXI-1,Private
jk26191WQ-1,Private Sector
wj69312MSA-1,Self employed
k39661KCAR-1,private sector
ayq20162LC-1,Privte sector
vzy48989DWZP-1,USAID
y30411XV-1,private sector
rd47735VUCZ-1,private sector
g51162IEOM-1,children
b8598QKI-1,Albany Health Dept
ur57347ELHC-1,ALbany Health Department
adl4683DF-1,Private
s55775G-1,private sector
oba32645FDNP-1,private sector
njo46643PFKR-1,Private
dgf782D-1,Private
sid63565SU-1,children
bj13602SUPW-1,Self employed
fyl28326XVE-1,Privte sector
o26389MGDZ-1,children
j16906FKW-1,Department of Health
wpb35140GFI-1,US Govcernment
v16837ZP-1,private sector
yu2750BAP-1,Self-employed
wuk47585SCT-1,Entrepreneur
d37404JUXV-1,Private
xo39518RG-1,private sector
rul70678Q-1,Private Sector
drj542HF-1,children
ws38649PSAZ-1,Private
sf53266YW-1,Private
tpx26031NY-1,Private
jvh1191OGUN-1,Private Sector
w36820DLY-1,Private
fv62783DPB-1,Private
q10133RDT-1,Private Sector
not19778J-1,Self-Employed
a38255RW-1,Privte sector
q41565I-1,Private
xtk39423S-1,Privte sector
ihd68908BLEH-1,children
a22440E-1,Privte sector
sr28418Q-1,Private Sector
ly22566WH-1,private sector
d7055BTRO-1,Private
kgz69177TOJE-1,Private
fms33162OYNU-1,Private Sector
xnv44764URV-1,free-lancer
v32157IN-1,Privte sector
e61983IV-1,private sector
hbg72268HOMD-1,Entreprenur
xuw39467R-1,Private
xgd20282MOT-1,children
e51159FNR-1,US Government
caw7167XG-1,private sector
l59147G-1,Private
s18192K-1,children
w14049PHF-1,children
ehk35927XO-1,private sector
be28150K-1,Private Sector
syr8727O-1,Self-employed
g7516DVB-1,Self-employed
hdq6419EQWY-1,Privte sector
b20425R-1,restaurant owner
mac59878UQI-1,Self-Employed
zc69355OCS-1,children
st5858DUKC-1,Private Sector
d39823YEAL-1,Albany Health Dept
p37053GLZS-1,NYC DOHMH
ez2082Z-1,Private
gq48073W-1,NYS OMH
slm16449IKXB-1,Department of Health
lqm5447E-1,private sector
nv27145YA-1,private sector
nh30328VT-1,DoHMH
o739YIR-1,Entreprenur
a44224EKC-1,Private Sector
gm533JBXZ-1,children
xqi45554QL-1,children
ibp32884AULM-1,Private
hps55744QDJ-1,children
sro28414DNG-1,Private Sector
l25767YF-1,private sector
pea71319NM-1,Private
i70031LISE-1,Private Sector
tk23604ZP-1,children
of46576A-1,children
yi31293LQ-1,children
z70610ORKM-1,Private Sector
zmn6044ESHN-1,NYS Office of Mental Health
hl62284YR-1,restaurant owner
m5821FP-1,Privte sector
z22295RM-1,Privte sector
l27583WJI-1,private sector
q9696BWOG-1,Private Sector
xk1164Z-1,private sector
q48781TH-1,Privte sector
wfo50947LY-1,Private
ewz47844XS-1,private sector
xsw45209EJQ-1,Privte sector
h49412OBZ-1,Albany Health Dept
ulw43088R-1,Privte sector
pf16355T-1,private sector
rel43172HCD-1,Private Sector
q43155A-1,children
um11882S-1,Private
gx45669MWI-1,Private
o65339J-1,private sector
rm60399TYA-1,Entreprenur
ox59604O-1,Private
j22488UHC-1,USAID
bar33187XHRK-1,children
h44192Y-1,children
f16114HDW-1,Privte sector
gc35293U-1,Self employed
kom728KNAS-1,children
q45788CTNF-1,private sector
fbq52150JH-1,Private Sector
pk26172J-1,private sector
d67814W-1,NYC DOHMH
zuy12618TLYF-1,Restaurant owner
yla28952VEQX-1,children
jr39123RYD-1,Privte sector
v53967QSB-1,Entreprenur
wqn34772CBZK-1,Private
l43124VA-1,US Government
og51916S-1,children
vb68003BR-1,private sector
mow59157RZDG-1,Privte sector
nwu54383DP-1,Privte sector
xl6928MI-1,private sector
oh321Z-1,Entreprenur
m21857FAL-1,children
bm33526HFDO-1,Self employed
lm37327CT-1,Private Sector
a55976WI-1,children
o56090VA-1,Self-Employed
da38350YIF-1,Self employed
rjb6040IGRL-1,Private Sector
p17639OQ-1,NYS OMH
ehj1678GTL-1,private sector
rbp27572FKN-1,Private Sector
dw57668EIR-1,Albany Health Dept
dp22001BL-1,US Government
n54184V-1,Private
ljo27966IW-1,Private Sector
ucz4702NDQ-1,children
xje38123QRS-1,private sector
k47345HFGE-1,Private Sector
kvq17222S-1,Entreprenur
t45048BAH-1,Privte sector
xcn30084OBM-1,children
c7195XLU-1,Private Sector
guk16260V-1,Freelancer
fm52457GN-1,private sector
o50650G-1,Private Sector
vic35913QS-1,Private
lzq52306M-1,Self employed
w132DO-1,ALbany Health Department
mld8951L-1,Self-Employed
lf64752OTZH-1,Private Sector
vp51285N-1,Private
byt14349M-1,Private
u40571LSZA-1,private sector
pba40624T-1,Privte sector
lsd13072BIS-1,Entrepreneur
y66310RSLN-1,Entreprenur
lsk58101RM-1,Private
k22969VSTI-1,Privte sector
srl28904A-1,Self-employed
qak6563RPG-1,Private Sector
qo55315N-1,Private Sector
i47537PH-1,private sector
d45945Q-1,Private
x65849G-1,Private
cev31125EQV-1,Private
cm5103LS-1,Privte sector
x54526SG-1,Entreprenur
ynr67309M-1,Privte sector
kzx2275YA-1,Privte sector
wa29869OJ-1,Private
o15757TQ-1,Private Sector
v38523SUFI-1,Self-employed
o65388DWS-1,private sector
u60816QTKC-1,Private Sector
j67350Z-1,ALbany Health Department
ki40124JZR-1,entreprener
n20370IRAF-1,restaurant owner
x35188NX-1,Private
rl28716BYRU-1,Restaurant owner
ueq56166XZ-1,ALbany Health Department
d47159J-1,Privte sector
gxf26242K-1,children
e36226VUTX-1,children
ub47357CSL-1,private sector
a33167A-1,Private
gkp21042HJ-1,Self employed
r71062S-1,Private Sector
dmo32723I-1,children
t49646LXNG-1,Restaurant owner
p35737XL-1,children
q24256XQTE-1,Private Sector
qfz62340HUZ-1,Private
yxa39927SZ-1,private sector
r30677C-1,children
axg50453NL-1,children
dp17398DNC-1,Private Sector
dyz20938WH-1,Private Sector
qpv21850BPLD-1,US Government
s14241VC-1,private sector
ly43905TC-1,NYS Office of Mental Health
m40144D-1,Restaurant owner
qoe7806TBYG-1,private sector
pf63984BAV-1,Private
g13504NUYA-1,children
zi62272ZCDY-1,Private
c5878Y-1,Private
x62767EY-1,Privte sector
l239HOS-1,Privte sector
k3184L-1,Private
dt51959FXL-1,children
hfn2092GXD-1,private sector
x69239VQTD-1,Self-employed
zu68235WYI-1,children
rb3956W-1,children
i42703ENMO-1,Self-Employed
jq34436O-1,children
v39258I-1,free-lancer
u40513IWXP-1,Private Sector
gr48648FDJO-1,Privte sector
b48836CJEX-1,children
u71444SF-1,private sector
jd33983PWGZ-1,NYS OMH
et35372Y-1,Department of Health
i31849JZV-1,Private Sector
u2772RSMJ-1,Private
bic11148MCE-1,Privte sector
wb62387SNY-1,private sector
hgv50775X-1,Privte sector
fhd3807B-1,children
oka51339HMX-1,children
l69259HLQ-1,private sector
ef32826YC-1,children
c12414KPAU-1,Private Sector
mg21381WNIX-1,Privte sector
bda29375BWKT-1,Private
aw62452NWVZ-1,Private
a68650EJUA-1,Privte sector
m47622YLOH-1,Freelancer
rwm57124AYG-1,Privte sector
el19382HT-1,Privte sector
dpj44179C-1,Private
y50098J-1,Private
ny24674O-1,Privte sector
ejm72361VX-1,Private
jre14563G-1,children
wy40237QK-1,children
t36523BKVW-1,private sector
mny65970EZBR-1,children
rcp1577VPQ-1,Private Sector
os51109GAR-1,children
qbs5984LZPB-1,Private Sector
mz46373QVKG-1,private sector
is13062HJOX-1,Private Sector
djm47770PDZ-1,children
lpi32459VR-1,DoHMH
fe12687CI-1,children
q7725V-1,Private
stk67217RIBS-1,Private Sector
rz49976IWQX-1,private sector
ygv71318FYNV-1,USAID
r42201D-1,private sector
v11232OPKY-1,private sector
f14709BRS-1,private sector
h57137GEF-1,Private
i36858VYBM-1,Privte sector
m50373MCD-1,children
vm51124UYL-1,free-lancer
f13191KTR-1,private sector
gk47330Y-1,children
quh42191J-1,NYS OMH
apw35332YVN-1,Private
wt49341G-1,private sector
k64750G-1,Private Sector
g70259MTIQ-1,children
wdh36960NZU-1,Privte sector
ldp12992Y-1,private sector
h4692WF-1,DoHMH
i62460LYTQ-1,Privte sector
k72132FOR-1,children
i41402LTKD-1,Self employed
te40253IAOF-1,Private
gmk63577I-1,free-lancer
k11726FJ-1,DoHMH
ai13736X-1,Privte sector
b43913SXCJ-1,Privte sector
ak41870XS-1,childcare
xk37907SP-1,private sector
lwo15987QU-1,children
d57166DVX-1,private sector
a44950MCLE-1,Private
x47627KLO-1,children
ih42460KM-1,Restaurant owner
foi8723BHKS-1,private sector
to52559YT-1,private sector
h937O-1,children
thf41271WLUG-1,ALbany Health Department
lir66893MUF-1,NYS OMH
mb21491LBPG-1,private sector
gqk51806RJTX-1,Privte sector
mi59412O-1,private sector
zsi742AYHN-1,Department of Health
xj42902ZQR-1,Privte sector
uro43059TI-1,Restaurant owner
f61512U-1,Self-employed
p10943YIZS-1,Albany Health Dept
mh11447IWZC-1,DoHMH
u29233VH-1,children
nlv17762X-1,children
f46284FJTO-1,Self employed
qi1405TV-1,children
r38493JUG-1,Private
no57953XFEB-1,children
rix30746BU-1,Private
m16949P-1,NYC DOHMH
h45297WQ-1,private sector
mh40251L-1,private sector
rvg27013WPSU-1,children
p7586C-1,free-lancer
wny26452ZEPJ-1,private sector
lku16378X-1,DOHMH
p5137X-1,Self-Employed
dn4559HY-1,Private
bzp45357Y-1,children
l45257SKVZ-1,private sector
t34386XSAN-1,Private Sector
ia15219KFTR-1,Private Sector
ns39202X-1,Privte sector
vy9076ACWM-1,Self-Employed
wuy72824FQC-1,Private Sector
xfs64132BZV-1,Freelancer
eq52987JTP-1,US Govcernment
a17827EW-1,Private
z29378IUML-1,private sector
e29327TO-1,Self employed
fls48609RE-1,Private Sector
isf4833B-1,children
w8085YKPO-1,Private Sector
jg41820U-1,US Govcernment
e72474VB-1,DOHMH
rxf32094MDA-1,free-lancer
wjr66818JI-1,ALbany Health Department
mb49057UDXA-1,private sector
l18070SGA-1,Private Sector
jr17860LB-1,Privte sector
zqv17078W-1,private sector
yth23836CB-1,Private
xdo5296XKCZ-1,Private
vm48184VAUB-1,Private
nsr9511WPR-1,Private
u19389UJES-1,NYS Office of Mental Health
iv25559E-1,US Govcernment
ho11770VHBD-1,NYS Office of Mental Health
ke34496OZQ-1,private sector
k8096ANPC-1,Private
n49709JAIR-1,Entreprenur
t19735EAN-1,Private
z31415NUE-1,private sector
ok71322S-1,Private Sector
yol72337PW-1,Private Sector
bxu25454ZN-1,children
aup15310PEQT-1,Private Sector
fuc10245NHPU-1,Self employed
ib29224TFDK-1,Private Sector
xn7550CXY-1,Private Sector
p57917PYQ-1,Private
tm24219MG-1,Private
c49023VK-1,Entrepreneur
f51020ONZH-1,Privte sector
rb52089DL-1,Privte sector
w29095LX-1,entreprener
u41424FZ-1,Restaurant owner
xip7297KO-1,children
w68994G-1,Privte sector
udc25935ZH-1,Entreprenur
lu29910I-1,Private
i24567CG-1,Entrepreneur
gxj54858ME-1,Albany Health Dept
r36679U-1,Private
rie59339XDZV-1,children
z18754NWMA-1,free-lancer
i34312WAE-1,Restaurant owner
u57798PLU-1,children
y37759RVGZ-1,private sector
i11605FJQG-1,Private Sector
sf47558B-1,Private Sector
xy54264NQ-1,private sector
w47893ELA-1,Private
ypg3178M-1,Private
ix61924L-1,children
k18141ZYEA-1,Self-employed
si58015TAJL-1,private sector
w354G-1,Private Sector
aql5777FBJ-1,private sector
b43271VF-1,DoHMH
s46210WFK-1,Self-Employed
l39714AIF-1,children
jd21785AOHK-1,Private Sector
h36620UEZK-1,Privte sector
i49495YZ-1,private sector
uga21720NXYJ-1,Privte sector
o6304N-1,Entrepreneur
t18887YCXR-1,Privte sector
jgr30214F-1,Privte sector
gc66419H-1,private sector
je57468HWB-1,Privte sector
lmv24218N-1,private sector
s69792L-1,US Government
z6372L-1,Private Sector
iqy34664LVP-1,Privte sector
ps40931ZR-1,Albany Health Dept
cze28559XK-1,children
o15166ZSC-1,Privte sector
w49815UKVH-1,DoHMH
q1625R-1,children
bpo56309RB-1,private sector
rc30116OMTG-1,Private Sector
hk52034K-1,Private
cm35584LC-1,private sector
s2898RZ-1,Private Sector
o16593HG-1,Privte sector
c17175TE-1,children
l63663MRIF-1,Private
so10603GFS-1,Private Sector
tgw40544RLJ-1,children
ke49152J-1,Privte sector
cop1231GQT-1,ALbany Health Department
k43672ECKG-1,Private
oz25107O-1,Private Sector
zvj39286JOW-1,Self employed
p32766P-1,Privte sector
k15988UWQS-1,private sector
pm9011F-1,Private Sector
k38043B-1,children
ot71721S-1,Private Sector
k14832CB-1,Privte sector
kow38094LPMQ-1,Entreprenur
ize49789ZL-1,NYC DOHMH
po47350HFG-1,children
gbk33525TGIK-1,US Government
ube12318K-1,Entreprenur
xpu54553OCKT-1,Private Sector
c45976XBH-1,Private Sector
y43675IP-1,children
tpd12915TL-1,US Govcernment
f4542D-1,US Government
mn65801YPID-1,Privte sector
kr59953SE-1,Private Sector
ji60973PKV-1,Privte sector
zh68739EYI-1,Private
fwr35829VGIT-1,Privte sector
uhg53909TP-1,Private Sector
n5799XKVA-1,Private
p43772JK-1,Private
qe3154CMXZ-1,free-lancer
qc45754DTIJ-1,Private
hmt57485SH-1,children
i6128EW-1,children
h22623PYX-1,Privte sector
ezx37082BHTN-1,US Government
zv64541NV-1,private sector
q47037I-1,Privte sector
w48614MV-1,USAID
xez15969EQ-1,entreprener
m17752KQXN-1,Privte sector
ysp50889XMSH-1,ALbany Health Department
c56459HJ-1,Private
pxz34163HX-1,Privte sector
it4538TNW-1,Privte sector
qy14222DUVT-1,Privte sector
l31461EI-1,entreprener
o34001QT-1,children
tix48964GTIO-1,Private
spz40393VLR-1,Privte sector
n16488N-1,Privte sector
waz47947JCZ-1,Self-Employed
e51149BTNQ-1,private sector
y17079UZSC-1,private sector
g44781QTD-1,Private
mdg29385KAQ-1,Privte sector
mb53610HAEF-1,Privte sector
z48210C-1,Private Sector
pg48072KT-1,Privte sector
vm32776UV-1,Private Sector
p8960EJL-1,entreprener
p63491FA-1,Private Sector
z51883XVE-1,US Govcernment
g20460MF-1,private sector
xz47181JQZV-1,Privte sector
u35432HFOA-1,Privte sector
ga44010ATIS-1,children
syx50841AQ-1,private sector
h71044X-1,children
en1842N-1,private sector
tmr34720EOJD-1,Privte sector
hz9489M-1,Private Sector
wk28725WTND-1,Private Sector
c30290J-1,Private Sector
ir13723SNU-1,Private Sector
q26328LZCP-1,Private
om60104R-1,Private Sector
vjx48722DJ-1,Privte sector
pnr14481FPAT-1,free-lancer
afb67963R-1,Private
pn70752K-1,Private
az52419HXI-1,Private
rdb14711I-1,Restaurant owner
v26366UZDM-1,Privte sector
b12436SOR-1,children
um36722VO-1,private sector
i37698M-1,children
e55235FNS-1,free-lancer
km20468CXL-1,private sector
bxo14677WEG-1,free-lancer
o44171ITWR-1,Privte sector
dsu70344IN-1,Private
wo8470CORB-1,Privte sector
vt42743KGHN-1,Private Sector
g13949JAC-1,USAID
te61096SZWP-1,private sector
djh19239ND-1,NYC DOHMH
v70447CE-1,Privte sector
v6879N-1,Department of Health
qz37451ZOXR-1,Department of Health
hp5686JARK-1,Privte sector
i4789OZGL-1,children
y897L-1,children
yul69553CEWG-1,Private Sector
glc58438UMH-1,Private Sector
k29104STBD-1,private sector
rkx26862VP-1,DoHMH
um38036Q-1,private sector
xh36666EC-1,children
pi16316ZB-1,Private
j61365ZN-1,private sector
l12512LPKH-1,Privte sector
bj31835Z-1,private sector
xj4099Z-1,Private
g26893ZVH-1,children
hz35143QO-1,Privte sector
qv1486ALS-1,Private
ht5043HJGD-1,Private Sector
sx2513X-1,Albany Health Dept
zf5451EAS-1,private sector
jt3640WS-1,Entrepreneur
la17835RDCM-1,Self employed
wd26826VW-1,Entreprenur
i45713RDA-1,NYS Office of Mental Health
cyx37660CU-1,children
oc24782SV-1,Private
s63416QCSN-1,Privte sector
aso16953OBT-1,NYC DOHMH
v42082H-1,children
flx51660TOVC-1,restaurant owner
hs27135BU-1,Private Sector
jin54058SW-1,private sector
sxi24272PEKL-1,NYC DOHMH
l16028GFNP-1,Private
ng49645I-1,Privte sector
wrb54347ECHU-1,Self-employed
e4861ND-1,Private
au54353RJD-1,Privte sector
rgk71016TNK-1,Private Sector
jwk33768KAC-1,Self-Employed
i62681IE-1,Private
db41007QRWL-1,Private
z35450H-1,private sector
gku62793QEB-1,Privte sector
ko66592IY-1,Privte sector
ygs33462RVA-1,Private
li29804UF-1,Private
o33906UC-1,US Government
csv43510MS-1,NYS Office of Mental Health
z21202MDK-1,Private Sector
l7222GN-1,free-lancer
wts13561UPM-1,Privte sector
v29179MDAO-1,Privte sector
qmx5511NSE-1,Freelancer
u20825MLPR-1,NYS OMH
bg67144MIP-1,restaurant owner
gk15515U-1,restaurant owner
yu3753N-1,private sector
gu27279ZBXP-1,children
ky48759UJMT-1,Private
px69524QRZ-1,free-lancer
xsg28443BMWN-1,entreprener
ivh38578N-1,Private Sector
bjr66502S-1,private sector
h50978XPI-1,NYC DOHMH
prg9034VCFR-1,children
yjl16582U-1,Private Sector
h28500RHMW-1,children
xi70241HZ-1,private sector
b32452CKZV-1,restaurant owner
ny45573CLM-1,Private
dh64412WS-1,Private
mk66647QJOM-1,Privte sector
b39450KWLG-1,private sector
ni57109G-1,children
sv3591BS-1,Private Sector
m25138KGQ-1,Privte sector
lyc17277SKV-1,children
krb35333ZXP-1,Private Sector
kv18861TVH-1,private sector
r15120WUMP-1,Self-Employed
jx29221HTLQ-1,Privte sector
asx11412PJLB-1,private sector
l38858QD-1,children
ik6802IB-1,Private Sector
b8644YGH-1,Private
f54579KGCV-1,Entrepreneur
o41935V-1,Private
rue17926Q-1,ALbany Health Department
y13862NFP-1,Children
tvf64523DN-1,Private Sector
cq66065QF-1,children
rmw71869KIAJ-1,Privte sector
j11024S-1,Private
tlf46035XF-1,children
ujn24630PB-1,Private
g11238TXLG-1,Private Sector
t54946VDLF-1,Privte sector
iy24229RKFZ-1,entreprener
i29934V-1,Private Sector
zj28998ZP-1,Private Sector
ph19805JG-1,Private Sector
vz63668I-1,Private
mft24876P-1,private sector
fc34719XLY-1,Privte sector
o48769WO-1,Private Sector
az22536YW-1,children
ro8760G-1,Private Sector
po53126ZN-1,children
vnd18179AH-1,private sector
x38242WNAK-1,Self-employed
lhe68708JV-1,Private Sector
y12366QN-1,Private Sector
tj42465TDX-1,Private Sector
q24638KI-1,DoHMH
x58587N-1,Private
x9170DBR-1,Entreprenur
eiq36545W-1,Privte sector
dyb19467AV-1,private sector
eov16868DL-1,private sector
gi47608YLV-1,Private
z38440GSZR-1,Privte sector
lk23543TFR-1,Privte sector
b65396EA-1,Private Sector
op34621V-1,children
g23561YDL-1,Privte sector
h16091Y-1,private sector
vsk63597B-1,Private Sector
z57533PHAZ-1,private sector
v59370WL-1,Private
wax57285TXFD-1,Private
sg17515N-1,children
kw23988BX-1,Privte sector
xrm34958M-1,children
jx30620S-1,private sector
zt31811YD-1,Private
njy1818ZKO-1,DOHMH
dn5478FCL-1,entreprener
ejz26830XAYN-1,restaurant owner
p25883BHO-1,Self employed
ga43657YQ-1,US Govcernment
k71917OWD-1,children
u61299SWNQ-1,private sector
af24603K-1,private sector
g70654X-1,private sector
ijb49485HC-1,Private Sector
ia61641T-1,children
geo12600VHY-1,Freelancer
v11566U-1,Private Sector
d72108NZG-1,children
by35117POE-1,Self-Employed
ip22967AJE-1,Privte sector
a28913PUR-1,Private Sector
hfn70857U-1,DoHMH
g42229PLXK-1,Restaurant owner
om23459JSNR-1,Privte sector
m2209MVP-1,USAID
rk38673WKAR-1,private sector
ad42184EO-1,entreprener
i59250HP-1,US Govcernment
p29525SJ-1,Private
h42713B-1,Private Sector
kc16066LJZ-1,Privte sector
h33692TFH-1,children
em29232G-1,Private
tg70122BAEM-1,Privte sector
t25305W-1,children
m66110T-1,Privte sector
k69461VDW-1,NYS OMH
n7885ZVX-1,Private
n60050B-1,Entrepreneur
x21608KH-1,NYS Office of Mental Health
u32150P-1,Self-Employed
z48069SIY-1,Private Sector
d24066XN-1,private sector
zo39242MGRH-1,Privte sector
vw57618GE-1,restaurant owner
ly14599QMCY-1,children
kz27479DQGJ-1,Self-employed
t10238O-1,Private Sector
k49014QLS-1,NYS Office of Mental Health
aj67063OJR-1,Self-employed
ibp38488BRYI-1,Private Sector
vno33298T-1,Private
z48739LUO-1,Freelancer
n52428BN-1,private sector
w61171NV-1,private sector
k40878E-1,entreprener
e61247OY-1,Private
lyz27799LVSY-1,Private
i2824Z-1,NYS OMH
n12376XSU-1,DoHMH
ktz72435XA-1,Private
wjd46864KZH-1,US Govcernment
s2019JFL-1,Private Sector
ej26154OQC-1,Privte sector
d47972RU-1,Albany Health Dept
g47751U-1,Private
sr25405B-1,NYS OMH
cd34525GIPD-1,private sector
k13755SXCI-1,children
lwo56019Y-1,Private Sector
thn67942VJ-1,Private
ujt43806KLXB-1,Privte sector
i39849WB-1,Private Sector
iq7344T-1,NYS OMH
wn1741E-1,private sector
tx52220VI-1,Private Sector
o20129A-1,Privte sector
yxj61178SB-1,private sector
jrm48226VI-1,children
j1151KPD-1,entreprener
k6672PZ-1,Private Sector
ip10333FYQR-1,private sector
g11134HGWY-1,private sector
asu25199PM-1,private sector
o66490AGIV-1,NYC DOHMH
vbk10390OC-1,children
fge33144YGM-1,Department of Health
pt72497BNZ-1,children
pm16783IWKP-1,Self employed
no727KW-1,Privte sector
g51935IW-1,caring for family
jiz44177JZR-1,Self employed
ki2421P-1,private sector
vyp48693H-1,private sector
nxt5723JANZ-1,Privte sector
mk29470J-1,children
tqg71590J-1,children
grv16600KPA-1,children
rqv28309I-1,Privte sector
ctd41911MUNE-1,Private Sector
bjy3390ZUNW-1,private sector
gmj31806LK-1,Private
ozn68750EY-1,Private Sector
nax32840YO-1,private sector
s49797BT-1,Private Sector
n72096IO-1,Private
qkl13503K-1,entreprener
fji41536WEIP-1,Albany Health Dept
evt17441YL-1,Entrepreneur
p62238SU-1,Privte sector
ne737UQGM-1,children
de4627UKVB-1,Private
